row_id,target_baseflow_collapse_14d,slice_low_baseline
1079993881716541320,1,1
282643517591207688,0,1
409553724479891376,1,1
835657749422376612,1,0
775507099393801826,0,1
49994785519428033,1,1
429399199892271898,0,0
1058443826095484531,1,0
700487872554063489,1,0
538723824916117750,0,0
181788330917597695,0,1
808799224066722955,1,1
823937601546229623,0,0
614192936828264530,1,0
860303680290537340,0,0
1104477751358349341,0,0
877581853921058914,0,1
1063198522405134645,0,0
156977370941531867,1,0
934927633406209333,1,1
912705835872033183,1,1
757848972402202430,1,1
1122847807705931036,0,0
242785332576559790,1,0
459110125824717773,1,1
806525160842603898,1,0
1136906935678448498,0,0
1085743891354115245,1,1
128016413545157900,1,1
21345872505871860,0,0
41966065013344180,0,1
8937041411530630,1,1
647583499384325969,1,0
654932709474727153,0,0
375117545341060462,1,0
438887981506890788,0,0
98037099691919050,0,1
521602473865297010,1,0
656479902622178528,1,1
667359826125773032,0,1
1007304649128765909,1,1
1116375028147894988,0,0
910915729052626569,1,1
881651675828845868,0,0
946431180192569097,1,1
130359007412817385,0,0
618983677009513407,1,1
400097035481526925,0,1
820114976347600326,0,0
3395801714742457,1,1
784729613603812077,1,1
1012667323352752589,0,0
1100338796981923545,0,0
789515716846031431,0,0
475063408494564803,0,0
460982834525864515,0,0
296050927817473301,0,0
361683065173883313,0,0
544275052773521752,1,0
26230436667615097,0,0
902522263300473823,0,1
491532015706247887,0,0
687869100760736124,1,0
1088458229489827373,0,0
864368956565741210,0,0
160204530244087607,0,0
95385043348668527,0,0
919579148410054194,1,1
820398227827157533,0,0
196281573755180859,0,0
506943618494931418,0,0
634949280735396788,1,1
469364350179558708,1,0
223638167399294606,0,0
1031746644731427324,0,0
869635298228088802,1,1
1032971388701948066,1,0
60029919216916322,1,1
440739140235952573,0,1
956145802987487767,1,1
493644441674012290,1,0
557318220495459596,1,0
1124380596078829767,1,0
402972113082864594,1,1
27812252367274041,1,1
307490512819442215,0,0
325272857049362163,0,0
8583905160947298,0,0
765055671934814980,0,0
811652060963347875,1,1
640246647521158506,1,1
757615295881734948,0,0
986784207982032424,0,0
225624839645919088,1,0
860399255977171012,1,1
209655805687600272,0,0
328894624734605615,1,1
545077631690753161,1,1
351618939915766237,0,0
579070452930655640,0,0
995710639728485078,0,0
581244997747050786,1,0
439485530323361902,0,0
315906326581627700,1,1
326705110793411606,1,0
298278234841399557,0,0
1118143208016227814,1,1
133549921509675245,1,0
551439900927743360,0,1
438824295228051812,1,1
94215683930033878,0,0
320909377244646949,0,0
670358816566516015,1,1
244222146243761866,0,0
416750792733428137,0,0
155120542812596231,1,1
741972947319425008,1,0
1114312235751736811,0,0
516297960675307246,0,0
308703200585347162,0,0
859785272620565008,1,0
230734172090353879,1,0
297137648417461503,1,0
982253406774313291,0,0
942364889490914583,0,0
114455028717244686,1,1
950785909606593971,1,1
1071089433685162236,1,0
831622269719116253,1,0
21755508328304228,1,1
390675585774715029,1,0
587722552235818841,0,0
1128996322334999452,1,1
1149793361895008323,0,0
199866996198029977,1,0
531063743703745699,1,0
911384423607622862,1,0
637252399817062426,0,0
705592353583973793,1,0
890403338739559948,0,0
422143318467585111,1,0
1057711140148548847,1,1
563485493937040743,0,1
322149959236754385,1,1
212357659217713713,1,1
35818380985250593,0,0
853894811109606825,1,0
433723510432635447,1,1
610810108622801472,1,1
1106316373083644054,1,1
397499728841129377,1,1
541954628299258715,1,0
248739114133934155,1,1
108893988625330120,0,0
38245576873372319,1,1
797740135216625082,0,0
378108742788860049,0,0
965666093313125764,0,0
406663318957043044,1,1
1035394266637115795,1,0
256112773172067025,0,0
452992826462512918,1,0
466604957589866168,1,1
249880336581718396,1,1
624873694752711464,1,1
855185799237929075,0,0
148230781392235611,0,1
463080684523980248,1,1
68014259865052063,0,1
742178711272804192,1,1
879838762097337537,1,1
970601479284286608,0,0
581696362431037417,0,0
197413830740780423,1,1
1087297358384602573,0,0
917611926430382664,0,1
105768419277902729,0,1
15005152506242376,1,0
476399298151381771,0,0
1045805549836468218,1,1
517280678006516452,0,0
142173025010025728,0,0
471588753921748730,0,0
809984379627499048,0,1
919625714859673964,1,1
1008190901776345218,1,1
763918932767511206,1,1
245881331074682908,1,1
775909384197970098,1,1
26423148462458250,1,1
346606861918078468,1,1
990720746952742853,1,0
886442842948502163,0,1
269450527206684064,1,1
22968631038953145,1,1
192478295991159675,0,1
1076136865415040956,0,1
438714590060837369,0,0
259681588309954975,1,1
248965140101685169,0,1
611498968352711361,1,0
424685446489572305,1,1
1089920727480074588,1,1
241273057548126142,1,1
811197464810663887,1,1
23887003060532642,0,0
183049642627570239,0,0
957037650786967877,0,0
989596127852210059,1,1
928294445995422966,0,0
187557930935657632,0,0
835154646536486440,1,1
241930398046948550,0,0
608173445375618611,0,1
894794116421362521,1,1
1131391114099562144,0,0
577427241449369867,0,1
446262311810855414,1,0
796392472011352474,0,0
287465301929405933,0,1
1114249779385793021,1,1
276256812368539692,0,0
666589595735720874,1,1
463503183486010242,0,0
143082120265855466,0,0
157106855534143047,1,0
223983252639892805,0,1
144943357057714414,1,1
1117521600911667795,0,0
1136410150226345447,0,0
348379075505686925,1,0
374308434995802908,1,1
125140866816810100,1,0
478193360067463275,1,1
43127470942977040,1,1
393126016601449172,1,0
639705755108384543,0,0
263969256119770383,0,0
480138140628361297,0,1
412916482950578987,1,1
532791536421624233,1,1
401965492124748428,0,0
489536064043556660,0,0
84239423407290931,0,0
297423183885253050,0,0
599170958311553468,1,1
903890017277777181,0,1
91313002387283912,1,1
687954709065261644,1,1
183287722204103229,1,0
610821255853670882,1,1
17722447609993951,0,1
487198294491628144,1,1
734179550748608947,0,1
436811651497097101,1,0
424887395953817385,0,0
116227849843522505,1,1
71527922696733648,1,1
191881348718857763,1,0
309786667847154344,1,1
408496978940731880,0,0
765213079988110880,1,1
204183007133337650,0,0
739466297772201764,0,0
307956690746618783,1,1
929052420377201702,1,0
970711341271943435,0,1
849549406928526763,0,0
170541309787744584,0,0
127856393706858558,0,0
97024046335251258,0,0
84927958516083480,1,0
114562328194344936,0,1
229023426084428227,1,0
696424821207001870,1,1
744507782888821631,0,1
452369821627976770,0,0
447017311271833714,0,1
96379785029637189,1,1
1075087826347202103,1,1
142795265756227098,0,1
4752206984757076,1,1
808481713246348996,1,1
559017869311212577,0,0
134130773482543517,1,1
391663779246927597,1,1
179544473028467017,1,1
962068710648518125,0,1
472644089089582309,1,1
1109870654447309895,1,0
637551655746170752,0,0
839992008134380746,0,0
757104978387453275,1,0
535186946614354007,0,0
992799542142707125,1,1
68366362153267114,0,1
836070178963186091,1,1
927486946262833191,1,1
963716514337419748,1,1
207445587013353070,1,1
953297459003780080,0,1
1026327278331272636,1,1
542720321985941532,0,0
677401843634230162,1,0
183414487792847526,1,1
107551016862867243,1,1
973580739554399263,0,0
781005050883895495,0,0
659769858252345394,0,0
807313238615426177,0,1
483847923711958668,0,0
4646332610097870,0,0
273607314692885051,1,0
934121423009630482,1,0
625332107116151145,1,1
19626020305742861,0,0
255035066946324036,0,0
351250798473487686,0,1
674141330473679921,1,1
338275106756392351,1,1
965272533372356731,1,0
356177520534700502,1,0
160273126252852948,0,0
834283607425177538,1,1
137079323035787932,0,0
275683744359927413,1,1
517953035665842946,1,1
1007817104070280993,0,0
90187223324945917,1,1
278976521290616151,0,0
482096870007298120,1,0
669809009078937546,1,0
232102459978822019,0,0
1054281878292095115,0,0
844012428197921707,1,1
768382017299911082,1,0
239207745646178575,0,0
225671056471509377,1,0
289760504130508153,1,0
59332868350722122,1,1
974040960570608866,0,1
945401225389671704,0,0
486443634619672796,1,0
719050329191238418,0,0
886668402140700868,0,0
631574595794192050,0,0
889846776263241029,0,0
332334353014748212,1,1
951306594565703060,1,0
836834994813083186,1,1
695292556316752619,1,0
1055825110154141016,1,0
756384868013795365,1,1
757688217489843448,0,0
1081949740390480236,1,1
930156212090194737,1,1
951150052481311853,1,1
271029167577970387,0,0
792282995879447373,1,1
843286367333755318,0,1
1134282280749809048,1,1
67983081138660709,0,1
269760283763641319,1,1
271134242040742160,1,1
493136532995968805,0,0
1112804634278373875,0,0
755438893628174200,0,0
722146689878247331,1,1
634673475018840701,0,0
657850059065770283,1,1
1090304702304927040,1,1
322753713957820,1,1
783567535491324483,1,0
1075645817887368159,0,0
521106875702099546,0,0
214845938761014481,0,0
85392091749467739,1,1
393494743542139113,0,0
1043622873054122741,1,0
225791588566250139,1,0
1087791227319498848,0,0
445838637836768158,0,0
938817398589724268,0,0
1048434917729002990,0,0
543490307450170891,0,0
352096170621348838,1,1
395420796998024901,0,0
633452493440887207,0,1
364422541864197529,0,0
627825339015362496,0,0
609117516076179885,0,0
17241048591723058,1,1
47859142202567365,0,1
1060235759837142895,0,0
782350545616094812,0,0
562212406986403098,1,0
93357155504198120,0,0
316433771242084784,1,0
224368755608964516,1,0
457764794691398917,0,0
425629424350892363,0,0
107803984054191778,0,0
150113523943547237,0,0
107625952807288835,1,1
543063049416370121,0,0
884994267492905587,1,0
804520630927539179,1,1
1073888356136747143,0,0
580774512064590756,1,0
113637631861664758,1,0
669811488465815331,0,0
612868206752636704,1,1
300278907874310990,1,0
518192053039188069,0,0
303571534300681842,0,1
714029190307729304,1,0
889393650229009822,0,1
1051733539634357155,1,1
517670223537250046,1,0
1129566209023233431,0,0
817363174616771480,0,1
34315049515974631,0,0
314109415998360048,1,1
1100068720451493334,1,1
625155270173811199,1,1
730022777864189420,1,1
94658009148057923,0,1
703618707604376140,1,0
701419460068679456,0,1
772563796539227253,1,0
1116195775097676741,0,1
545700810987211653,1,1
762206248616843137,0,0
402571769212527878,0,0
731063925546270592,0,1
938346369060056903,0,1
45048410001596142,1,0
563485830521310741,1,0
1081708012397790754,1,0
782240933527635733,0,0
252350759941132364,1,1
862775993455409880,1,0
304084903552397798,1,1
276774557898933131,1,1
605373388495695234,1,1
909972779071605431,1,0
86286045822158683,0,0
356987058476674308,0,0
228236836051376498,1,0
490867234574068905,1,1
94335792430017135,1,1
134380000214812023,0,0
358779794538350616,1,1
892456022277374853,0,1
16859634993213610,0,0
435551980142850667,0,1
1087005457586280308,1,1
189674870526085510,1,0
902852162710290616,0,0
696605747928865374,0,0
1136012726474388846,1,1
1022000497869671941,1,1
966183683640351675,0,1
842210027562742393,0,0
415247117171853463,1,0
65083867452165720,0,0
981160386887897295,1,0
1105418145675657874,0,0
203861411913671705,0,0
743588902524384299,1,1
307143093292814017,1,0
719471989434378243,0,0
855049940793873988,0,0
424615441593409099,0,0
736819106681880787,1,0
897554572843339352,0,0
538180412555354261,0,0
281539444241429355,0,1
98281757023949607,1,1
16033060509581743,0,1
598354038565755953,0,0
593684783006677622,1,1
977467120194063557,1,1
1101471464369337670,0,0
198867704702359041,0,0
717591018987868721,1,1
428611079543543772,0,0
649089159551497359,1,1
702759724173272666,1,1
818513285404155901,1,1
283488095096434673,0,0
631819262953730956,0,0
516274533262661458,0,0
703749594641148412,0,0
513992679954942379,1,1
635264364412010174,1,1
588045203904222187,1,1
361617374811710351,0,0
717262483049761494,1,1
421156023609826561,1,1
467592342435347598,0,1
805987312172129894,0,0
180752103604759025,0,0
1141179679872370906,0,1
112359651015842047,0,0
1139423055788945830,0,0
39598949431859227,0,1
491422680041813183,1,1
988590677653761371,1,1
853013986897187884,0,0
943529286323059846,1,1
115216352971206312,1,0
307202570055201080,0,0
404289393432907570,0,0
24140269815528604,0,0
505214583441723794,1,1
764481139815125048,0,1
1113160926893706758,0,0
49642011233350765,1,1
799152749885950449,1,1
673565299804258944,0,0
183329230433043235,1,1
490970059149888692,0,0
832870948636628139,0,0
338923797582228066,1,1
842060382970916107,1,0
89007235536257287,1,1
628734462065531221,1,0
602448615164280588,0,1
1135669966262905373,1,1
235737417908121229,0,0
421292020365819369,1,0
177194910307341423,0,0
173883010311553560,0,0
424436359065008579,1,0
334293653924838598,1,1
1072666425746538409,0,0
915583759001164828,1,1
631084405842179542,1,1
298106170364610722,1,1
570819153570760341,1,1
1151783896325377501,0,1
137424895741986681,0,1
148623497811578561,1,0
136222488358668293,1,0
321032165411973386,0,0
315766244268904766,0,0
1086733212834141968,0,1
225746727583519059,0,0
105153147111016878,1,0
1019319561185698194,0,1
886490606421328593,0,0
15845801500597186,0,0
877690714443259602,1,1
103537497049337766,1,1
249779717968534817,1,1
590690336198220236,1,0
817998293574513069,0,1
270292317409606111,1,1
745298212088695612,1,1
694446662310360770,0,0
255635138473059752,1,1
1049358112044421772,1,1
464787607943895888,1,1
1051287314870073905,0,0
282759590087935918,0,0
403633288306137345,0,0
20682853004765123,0,0
194950313583946566,0,0
624235652472217057,0,0
479945751650155598,0,0
658793055640294393,0,0
954659377129571936,1,1
233145305111873935,1,1
1016781942776028281,0,0
1037249139953921587,1,1
405795335420387975,0,1
968175926914600215,1,0
799677039155938252,1,1
556887291060495022,0,0
415882701942952928,1,1
617523221543055346,1,1
717792891307391117,0,0
1069443164303116511,0,0
862824914920278239,1,0
199528569764502702,1,1
191061926167088783,1,1
1110908195005398135,1,1
341145642247981041,0,0
491958299675317709,1,1
159221806649732885,0,0
381277373330260319,1,1
448295670832787832,0,0
1080379427721016784,1,1
1020412627618452359,0,0
795479714094666646,0,0
347684561105854398,1,1
790793207244561713,0,0
450017775921750712,0,0
977256548526390750,1,1
434998078359580984,0,0
614490980448114233,1,0
490813157338690929,0,0
922228051994989346,1,1
12084090123467434,0,1
995154084527198172,1,1
235568587964654598,0,1
951843877614746799,1,0
130071948562819477,1,1
139628983424602983,0,0
852431526126182720,1,1
553499087047682589,1,1
410095886270185498,1,0
607703384873606139,1,0
1005058465436375790,1,1
865672866063844378,0,0
362925624966321986,1,1
316383496415245477,1,0
396846526356393841,0,0
932150842670981393,1,1
440630850775984123,1,0
501825182673847453,1,1
196041819163768064,0,0
852895843852701021,1,1
282995661186312717,0,0
720604718227626361,0,1
4695573912969041,0,0
26437954362016958,1,1
410727538958545130,0,0
768359128963400887,0,0
419677113055684382,0,0
198987769054602913,0,1
60041653557480046,0,0
447967396605289660,0,1
155735104968206135,1,1
598135249728277858,0,0
411630308250556621,1,0
416250059038262326,1,0
1110602107740443808,0,0
486354573530048692,1,0
444468473422572933,0,1
441218143968742669,1,0
103504431558312508,0,0
888677058544966649,0,0
585107391827166700,0,0
101195825330844411,0,0
874834477701223504,1,1
393118589187827269,1,0
717611718079297070,1,1
91092600814807318,0,0
105316093110801845,1,0
849065287279256802,1,0
267485132509530603,1,1
660640908760649693,0,0
850979246696581116,1,1
465613417637860619,0,0
269770428946588673,1,1
896132550241487942,0,1
1114263530355569153,0,0
730688252793715494,0,0
428659146819015803,1,1
270080928333962450,1,0
347580538231024968,0,0
517631740917676191,1,1
972895952535807818,1,0
716236121476302155,1,1
236570546615802035,1,0
268879005343355565,0,1
93574634496928648,0,1
1110538883938850378,1,0
769530104150679374,1,1
575806119223323713,1,1
914830929813562453,1,0
366160399444546337,0,1
216010098666505809,1,0
923102807678061286,1,1
612582362949268949,1,0
1096578273008688150,1,0
366601659033569454,0,0
116337268302095424,1,1
1017378675323795913,1,1
504115036304726163,1,1
592215062787004380,1,1
1106699716350948464,0,1
1069513605676063994,0,0
431354793743509348,1,1
1081646901623340766,1,1
979790125085602938,0,1
33255658656293478,1,0
988958709209352411,1,0
1143158137659058389,0,1
385138967377395077,1,1
138350440641226701,1,1
514539326247263257,0,0
215703372810788514,0,0
970094374693604647,0,0
51333099297025822,0,0
813111685585960231,1,1
1111539351968854171,0,0
278874083231049685,1,0
369688815796752980,0,0
68161259509454941,0,0
620436095409767376,1,1
269477426118693457,0,0
517212406700258759,1,1
567723515997795127,0,1
165437014128188575,0,0
553247982309936336,0,0
863826369558717602,0,0
718164939666856526,0,0
1029576009492575092,0,0
168423801644370134,1,1
1138595053239231881,1,1
558887359870967521,1,1
639337430021829175,1,1
847495578157958917,0,0
756850732957211092,1,1
81656507452444914,1,1
154176145555353898,1,0
444008753314868532,0,0
821222038883224528,0,0
1142328864134056443,0,1
493841832443164995,1,0
632690258226750542,0,0
247138309186727916,1,0
757524952963868174,0,0
763885908218782924,0,0
208005023742965186,0,0
908071185345604241,0,0
91301233995430490,1,1
820354971241667030,0,0
1152229543722433103,0,0
885995366962420543,1,0
404823361494147759,1,0
604668753121737691,1,1
1084246073418053138,1,0
334839180979103101,0,0
370403423018676881,1,0
380280717392780924,0,0
897341606881511892,0,0
710684910867512904,0,1
80503771457365236,1,1
999113125105208020,0,0
778933808680936941,0,0
60172802164285308,1,1
753062298181082496,0,1
797594530757022286,0,0
740211259660867266,1,1
910088760520806166,0,0
745740824273300112,0,0
801660438964929944,0,1
1081845877845715417,1,0
580966505880663459,1,1
178745897163575376,0,0
416848407340084857,0,0
880453231940399282,0,1
667987672904239387,0,0
992466505463443159,1,0
727818793174649764,1,0
562868085976784431,0,0
123261350566070175,0,1
442946548720159652,0,1
758992509578435059,0,0
46754529868178430,1,1
508921479933853340,1,0
1150631055419566573,1,0
1136458468657003208,0,1
319044394917228322,0,1
1124838834173379601,1,0
997781464043642144,0,0
949983390942367351,1,1
774264356786806904,0,0
137380485317511177,0,0
652982902135763338,1,1
693937227801693004,0,0
1099023026241413043,1,0
825572619864688176,1,1
977384405405234838,1,1
734785362833792744,0,1
398160552621485586,1,1
1084231033403389941,1,0
885490026490117801,0,0
780482771999573829,1,1
43182284007895231,1,1
464530424783287700,0,0
296523985085025319,0,1
190871025613755635,0,0
459394094272113954,0,0
954908997191870728,1,1
1152821290004658297,1,0
278550128167957317,1,1
1050269830303510515,0,1
120404441027606300,1,1
16190942017909669,1,1
852292884817088935,0,0
819340456041917326,1,0
94240926568249048,1,1
69488802461189466,0,1
256528031029766466,1,0
641139966339755687,0,0
49626844561638636,0,1
1012366003247957237,1,1
658290707019359710,0,1
442274993139872060,0,0
371350786498809829,1,1
821089253707839332,0,1
666317108334644323,0,0
264717422734806563,1,1
625328830311670084,0,0
513215222229405226,0,0
495697217727816167,0,0
443375286985328440,1,1
708509831915990583,1,1
931702271672262587,1,1
31377734850863971,1,0
491150082230990218,0,0
447088197848787796,0,0
93973288321429665,0,0
180845274383297650,0,0
680387830357017602,1,1
852061362221945884,0,1
218359263610290880,0,1
416319643838611369,0,0
334712219439049678,1,1
990907812766240122,1,1
201364484068205505,0,0
505300409241699103,0,0
919392703351263450,0,0
15288323805263374,0,0
280632737728097248,0,0
385397521138804140,1,0
831880454301507669,0,1
321612465786029523,0,0
551571083936948683,0,0
41899124388115294,0,0
366535906329267279,0,0
813153729176139174,1,1
724446666209266588,1,0
100671042282224059,1,1
874341349409217598,1,0
708225592220330929,1,1
1014038662941264542,1,0
258169974793948633,0,0
782310326458991631,1,1
958478598491225464,1,1
1052802334656789415,1,1
816535833322743037,0,0
337213901801325191,1,1
786648053079800966,1,0
494468430433123368,0,0
225971048073907567,1,0
65145879813668556,0,1
1148550112356563512,1,1
381812458067924232,1,1
1086911360554601799,0,1
1146216682018485962,1,1
616951609111983850,1,1
929891923307074074,0,0
413848029916628867,1,1
