row_id,station_token,event_era,season_bin,month,dow,is_weekend,slice_low_baseline,missing_count,q_1d_bin,q_mean_7d_bin,q_mean_30d_bin,q_std_30d_bin,q_min_30d_bin,q_max_30d_bin,q_mean_90d_bin,q_missing_30d_bin,logq_1d_bin,logq_mean_30d_bin,cv_30d_bin,range_30d_bin,ddown_30d_bin,target_baseflow_collapse_14d
725560628138094963,ec691497ec28,0,Q2,4,6,1,1,0,8,8,9,8,7,9,9,0,8,9,1,2,2,0
611294101276609405,5a95829744b6,0,Q2,5,0,0,0,0,7,7,8,9,4,8,8,0,7,8,6,7,8,0
29185063769611228,b64df5bf243d,0,Q2,6,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0
694726483711862080,88c5daebbe7a,0,Q1,1,6,1,0,0,6,6,6,8,1,7,6,0,6,6,10,10,9,0
901324993758344233,ecaee3d1008f,2,Q4,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1030258880451882547,ae58d21b0db5,0,Q2,5,5,1,0,0,4,3,5,3,3,4,4,0,4,5,5,5,7,0
226149186477478962,df7628a2379b,0,Q2,4,0,0,0,0,0,1,2,3,0,4,2,0,0,2,11,11,0,1
1082917127637093628,ae58d21b0db5,0,Q3,7,1,0,0,0,3,3,4,3,3,3,4,0,3,4,6,6,6,1
624161547789312388,95b9d4fe1271,0,Q2,6,1,0,0,0,2,1,3,2,2,2,3,0,2,3,4,4,0,0
862287871414224357,72e6d542f7e1,1,Q1,2,1,0,1,0,10,10,10,11,9,10,10,0,10,10,4,4,7,0
265967961952482802,406ae854b991,1,Q2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193549643901477312,25827051ce85,1,Q1,3,3,0,0,0,10,10,11,11,9,11,11,0,10,11,4,4,7,0
643622575789157109,b64df5bf243d,2,Q1,2,4,0,0,0,1,0,1,1,1,1,1,0,1,1,3,2,5,0
523062419526212324,44451e6362f6,1,Q3,7,0,0,0,0,3,4,4,4,2,3,5,0,3,4,7,6,6,1
756204774942586728,54bdd761dc96,2,Q1,2,4,0,0,0,8,8,9,10,7,9,9,0,8,9,5,5,2,0
964952322344958398,72e6d542f7e1,0,Q4,10,2,0,0,0,10,10,11,10,9,11,11,0,10,11,2,2,4,0
578203777528925390,406ae854b991,0,Q4,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
962407147598109850,7d9cf5e9ab13,0,Q4,12,5,1,1,0,6,6,7,7,5,7,7,0,6,7,4,4,6,1
856348322307041241,5a95829744b6,0,Q3,7,4,0,0,0,7,7,8,8,6,8,8,0,7,8,3,3,6,1
345405295152154351,44451e6362f6,2,Q4,11,4,0,0,0,4,4,5,3,5,3,4,0,4,5,1,1,3,0
127128505004323560,609de232a4d4,1,Q1,1,6,1,0,0,4,4,6,5,5,6,6,0,4,6,5,5,3,0
380651346040307836,df7628a2379b,2,Q3,9,1,0,0,0,2,1,3,3,0,3,2,0,2,3,11,11,5,1
477121633195933404,ecaee3d1008f,2,Q2,4,4,0,0,0,2,2,3,3,3,3,2,0,2,3,6,6,5,0
544838742088695730,df7628a2379b,1,Q2,5,5,1,0,0,2,2,2,3,0,3,2,0,2,2,11,11,8,1
425723096942244408,44451e6362f6,1,Q3,8,4,0,0,0,3,4,5,4,4,4,5,0,3,5,7,6,1,1
74210894912705173,89606b98d91b,1,Q2,5,0,0,0,0,9,9,10,10,8,10,10,0,9,10,5,4,4,0
1090742146552243488,44c3d411b9d0,0,Q3,8,3,0,0,0,3,3,4,0,5,3,3,0,3,4,0,0,0,0
594612846302675278,88c5daebbe7a,1,Q3,8,0,0,1,0,4,4,5,5,2,5,5,0,4,5,8,9,7,1
897200725276408850,df7628a2379b,0,Q1,3,6,1,1,0,0,0,1,3,0,2,1,0,0,1,11,11,0,1
951106991772470914,5a95829744b6,1,Q1,3,6,1,1,0,7,6,7,7,4,7,7,0,7,7,7,7,9,1
562842377108030478,ef34da8c2c0d,0,Q4,12,0,0,1,0,4,4,4,5,1,4,4,0,4,4,10,10,8,1
282352909435177170,25827051ce85,2,Q3,8,6,1,0,0,10,10,11,11,9,11,11,0,10,11,3,3,5,0
500303993227919341,95b9d4fe1271,1,Q3,7,1,0,1,0,2,1,2,1,2,1,3,0,2,2,1,1,2,1
340388046631495774,54bdd761dc96,2,Q2,6,4,0,0,0,8,8,8,8,7,8,8,0,8,8,1,1,3,0
358177015830717281,7d9cf5e9ab13,0,Q2,4,3,0,0,0,6,7,7,7,6,7,7,0,6,7,5,5,5,1
369415672915635939,89606b98d91b,0,Q1,1,4,0,0,0,9,9,10,10,8,10,10,0,9,10,3,2,0,0
564506024732166855,ef34da8c2c0d,1,Q4,12,4,0,0,0,4,2,4,4,2,4,5,0,4,4,9,8,7,1
16553395508492914,25827051ce85,1,Q4,12,4,0,1,0,10,10,11,11,9,11,11,0,10,11,3,3,2,0
128104117513542160,75ed4952b7fc,2,Q1,1,5,1,0,0,9,9,10,11,8,10,10,0,9,10,9,9,4,0
689165191980883684,ef34da8c2c0d,2,Q4,12,4,0,0,0,5,4,5,5,3,4,5,0,5,5,8,7,9,1
1132785807276225531,7d9cf5e9ab13,2,Q4,10,3,0,0,0,6,6,7,6,6,7,7,0,6,7,4,4,5,1
1102540657675996497,ecaee3d1008f,2,Q4,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1116899931410737358,df7628a2379b,0,Q3,9,0,0,0,0,0,1,2,3,0,3,2,0,0,2,10,10,0,1
461433613949244919,88c5daebbe7a,1,Q1,3,4,0,1,0,5,5,6,5,3,5,6,0,5,6,6,7,8,0
1105858246979185324,25827051ce85,0,Q2,5,4,0,0,0,10,10,11,11,9,11,11,0,10,11,3,4,0,0
814962470110606816,b64df5bf243d,1,Q4,10,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,3,2,0
1144943473454156341,ecaee3d1008f,1,Q3,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1078877485395643795,df7628a2379b,1,Q4,12,0,0,1,0,2,1,1,2,0,2,1,0,2,1,11,11,9,1
832183679391100247,de2e1a39a06a,0,Q1,2,0,0,0,0,9,9,10,10,8,10,10,0,9,10,5,6,0,0
183103922133958518,ae58d21b0db5,1,Q4,11,2,0,0,0,3,4,4,3,4,4,4,0,3,4,6,7,4,0
454907507703201230,724c5ce66e47,1,Q2,6,3,0,0,1,2,2,2,3,0,2,-1,0,2,2,10,7,9,0
238823776416995419,44c3d411b9d0,2,Q1,1,5,1,0,0,0,0,1,1,0,1,1,0,0,1,6,7,0,0
25108598823559957,df7628a2379b,0,Q1,1,5,1,0,0,2,1,2,2,0,2,2,0,2,2,10,10,9,1
822980516676899359,fd98e5d506f4,0,Q1,1,6,1,1,0,3,2,3,3,1,3,4,0,3,3,9,9,6,0
375419660424144975,75ed4952b7fc,0,Q1,1,5,1,0,0,9,9,10,11,7,10,10,0,9,10,10,10,4,0
285136116413104076,95b9d4fe1271,1,Q2,4,4,0,0,0,2,2,3,2,3,2,3,0,2,3,3,4,0,0
831125299501828808,95b9d4fe1271,1,Q3,8,6,1,1,0,1,1,2,1,1,1,2,0,1,2,1,1,2,0
537956261797869458,ef34da8c2c0d,1,Q1,3,3,0,0,0,6,5,5,6,2,6,4,0,6,5,8,8,9,0
357046893710944848,75ed4952b7fc,2,Q4,11,6,1,0,0,9,9,10,11,7,10,9,0,9,10,9,10,9,0
1141521271409365497,ae58d21b0db5,0,Q4,10,1,0,0,0,4,3,4,3,3,3,3,0,4,4,7,7,8,1
354946370649948684,44451e6362f6,1,Q1,3,2,0,0,0,6,5,6,4,5,5,6,0,6,6,3,4,7,0
826816406241983329,54bdd761dc96,2,Q1,3,6,1,0,0,7,7,8,9,6,8,8,0,7,8,5,5,2,0
1115673537449270408,88c5daebbe7a,0,Q2,5,2,0,0,0,5,5,7,6,3,6,6,0,5,7,5,5,6,0
205085296316488341,5a95829744b6,0,Q2,5,4,0,0,0,7,7,8,9,5,8,8,0,7,8,6,5,7,1
202014342592535454,748d7819e37e,0,Q4,11,1,0,0,0,1,1,8,10,1,10,7,0,1,8,11,11,0,0
439598164855083727,fd98e5d506f4,2,Q4,10,3,0,0,0,5,4,4,4,3,4,5,0,5,4,8,8,9,0
1060202001377194674,ec691497ec28,1,Q1,1,0,0,0,0,8,8,9,9,7,9,9,0,8,9,2,3,3,1
1114686987871519468,ecaee3d1008f,2,Q3,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384079884015989863,df7628a2379b,1,Q3,7,6,1,0,0,2,1,3,3,0,3,2,0,2,3,11,11,9,1
646805016771610705,7d9cf5e9ab13,1,Q1,3,1,0,0,0,6,6,7,7,6,7,7,0,6,7,4,5,4,0
183941506960007840,25827051ce85,2,Q4,10,0,0,0,0,10,10,11,11,9,11,11,0,10,11,3,3,5,0
796273608699589101,54bdd761dc96,1,Q1,1,4,0,0,0,8,8,9,10,7,9,9,0,8,9,6,5,3,0
193212220660539673,fd98e5d506f4,0,Q4,12,4,0,0,0,3,3,5,5,2,5,5,0,3,5,8,8,5,0
635149545250399744,72e6d542f7e1,2,Q1,3,4,0,0,0,10,10,11,11,9,11,11,0,10,11,2,2,4,0
262774519199667050,44c3d411b9d0,2,Q4,11,5,1,0,0,1,1,2,2,2,2,3,0,1,2,7,7,0,1
759294316496883447,72e6d542f7e1,2,Q2,5,4,0,0,0,10,10,11,11,9,11,11,0,10,11,1,1,3,0
837670722849234716,748d7819e37e,0,Q4,10,0,0,0,0,1,5,3,7,0,7,2,0,1,3,11,11,1,0
712105920874878922,fd98e5d506f4,0,Q3,8,2,0,0,0,4,3,4,4,1,4,5,0,4,4,9,9,8,1
1067891075876230288,89606b98d91b,2,Q2,5,6,1,0,0,9,9,10,10,8,10,10,0,9,10,5,6,1,0
1130425195571410098,609de232a4d4,0,Q3,8,1,0,0,0,5,6,7,7,5,7,7,0,5,7,5,5,4,0
855600816271107894,54bdd761dc96,2,Q3,8,3,0,0,0,0,7,8,9,0,8,8,0,0,8,10,9,0,1
795496412319047494,fd98e5d506f4,1,Q4,10,2,0,1,0,2,2,3,4,2,4,4,0,2,3,10,10,4,0
270436555122599120,89606b98d91b,2,Q2,4,4,0,0,0,9,9,10,9,8,9,10,0,9,10,1,1,2,0
83724948894590000,609de232a4d4,0,Q2,5,2,0,0,0,6,6,7,7,5,7,7,0,6,7,5,5,6,0
762688024006099760,ef34da8c2c0d,0,Q2,6,4,0,0,0,5,4,5,6,1,5,6,0,5,5,9,8,8,1
410187714367690360,df7628a2379b,1,Q1,2,6,1,1,0,0,0,1,2,0,2,1,0,0,1,11,11,0,1
1067580521096069447,609de232a4d4,0,Q2,5,4,0,0,0,6,5,6,5,5,5,6,0,6,6,5,5,7,0
580099570364930258,ae58d21b0db5,1,Q4,10,3,0,0,0,3,3,5,6,3,6,4,0,3,5,9,10,4,0
1139065022564569985,ec691497ec28,0,Q1,2,0,0,1,0,8,8,9,7,7,8,9,0,8,9,1,1,2,1
240512252322497891,ec691497ec28,1,Q1,1,6,1,1,0,8,8,9,8,7,8,9,0,8,9,2,2,3,0
871454001308569384,748d7819e37e,0,Q4,11,1,0,0,0,1,0,1,1,0,1,1,0,1,1,5,4,8,0
138737125079490989,44451e6362f6,1,Q4,10,3,0,1,0,1,3,4,4,2,4,4,0,1,4,8,9,0,1
961373978724216780,ae58d21b0db5,1,Q1,3,4,0,0,0,4,3,4,3,3,4,4,0,4,4,6,7,8,1
122663348826125597,748d7819e37e,0,Q1,3,2,0,0,1,2,1,2,3,2,3,-1,0,2,2,10,10,2,0
560333182337695410,ae58d21b0db5,1,Q4,10,5,1,0,0,3,3,4,4,0,4,4,0,3,4,8,8,7,0
755862431483089542,75ed4952b7fc,0,Q2,5,4,0,0,0,8,9,9,10,7,10,10,0,8,9,8,9,4,0
586495903707911483,88c5daebbe7a,0,Q4,12,3,0,0,0,6,5,6,6,5,6,6,0,6,6,6,5,7,1
713974891906106173,95b9d4fe1271,0,Q3,7,2,0,0,0,2,1,3,2,2,2,3,0,2,3,3,2,1,0
1092027074413715259,89606b98d91b,2,Q3,8,5,1,0,0,9,9,10,9,8,9,10,0,9,10,2,2,4,0
222484728791550427,406ae854b991,2,Q3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,11,0,1
530634986856419035,ec691497ec28,0,Q2,6,4,0,0,0,8,8,9,8,8,9,9,0,8,9,1,1,2,0
265665307022551751,5a95829744b6,0,Q4,12,2,0,0,0,6,6,8,8,6,8,8,0,6,8,5,5,2,1
229711442665311848,ae58d21b0db5,1,Q4,11,1,0,1,0,2,3,3,3,3,3,4,0,2,3,6,6,0,1
952622247687531604,748d7819e37e,0,Q1,2,1,0,0,1,2,2,2,2,2,2,-1,0,2,2,3,2,6,0
919072712032797581,fd98e5d506f4,0,Q4,12,6,1,0,0,4,3,4,4,1,4,4,0,4,4,8,8,9,1
766584042228279108,44451e6362f6,0,Q4,12,5,1,0,0,4,5,6,6,4,5,6,0,4,6,7,6,3,1
878823850581594608,72e6d542f7e1,0,Q4,10,6,1,0,0,10,10,11,10,9,11,11,0,10,11,2,2,1,0
167644943046571968,75ed4952b7fc,0,Q3,8,0,0,1,0,6,6,8,7,6,8,8,0,6,8,4,5,0,0
1097579173808519805,ef34da8c2c0d,2,Q2,6,2,0,0,0,4,3,4,4,1,4,5,0,4,4,9,8,9,1
775136677150688018,88c5daebbe7a,0,Q4,11,3,0,0,0,6,6,7,6,5,6,7,0,6,7,4,4,7,0
748814243476626800,df7628a2379b,0,Q3,7,4,0,0,0,0,0,2,3,0,3,2,0,0,2,11,11,0,1
466951968806223223,72e6d542f7e1,0,Q1,2,5,1,1,1,10,10,11,10,9,10,-1,0,10,11,2,2,4,0
389841553452387974,fd98e5d506f4,0,Q2,4,6,1,0,0,5,4,5,6,1,6,4,0,5,5,8,8,8,1
154203150848289086,5a95829744b6,0,Q4,11,4,0,0,0,7,7,8,7,6,8,8,0,7,8,3,3,2,0
552373393897209049,ae58d21b0db5,0,Q2,5,1,0,0,0,3,3,4,3,3,3,4,0,3,4,6,7,7,0
539006162819075089,ef34da8c2c0d,0,Q1,2,2,0,0,1,4,3,4,4,1,5,-1,0,4,4,8,9,9,1
542504263701002446,7d9cf5e9ab13,2,Q3,8,0,0,0,0,7,7,7,7,6,7,7,0,7,7,5,6,9,0
1034011635320080005,ec691497ec28,2,Q1,1,5,1,0,0,8,8,9,8,7,8,9,0,8,9,1,1,1,1
878210223924394650,7d9cf5e9ab13,0,Q3,8,6,1,0,0,5,6,7,8,6,8,7,0,5,7,6,6,1,1
728127965818841235,7d9cf5e9ab13,1,Q1,3,4,0,1,0,6,6,7,7,5,7,7,0,6,7,4,4,6,1
547693385470267950,44451e6362f6,1,Q4,12,2,0,0,0,5,5,6,5,4,5,6,0,5,6,5,5,6,1
415276229337133005,748d7819e37e,0,Q1,3,6,1,0,0,1,1,3,2,2,2,3,0,1,3,7,6,2,0
418491042402450198,609de232a4d4,2,Q4,10,6,1,0,0,5,5,6,5,4,5,6,0,5,6,5,6,6,1
1050409163982851128,b64df5bf243d,1,Q3,7,0,0,0,0,0,0,1,1,0,1,1,0,0,1,5,3,0,1
260477604793852948,7d9cf5e9ab13,1,Q3,8,5,1,0,0,7,6,7,6,6,7,7,0,7,7,4,4,6,0
104704924983783833,89606b98d91b,2,Q1,2,5,1,0,0,9,9,10,10,8,10,10,0,9,10,4,4,3,1
991887169337350610,b64df5bf243d,1,Q3,7,6,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0
500667025200308544,5a95829744b6,1,Q3,9,2,0,0,0,6,7,7,8,4,8,7,0,6,7,7,7,7,0
211617909578590243,7d9cf5e9ab13,1,Q2,6,5,1,0,0,6,6,8,7,6,7,7,0,6,8,4,4,3,0
1028985919108204420,406ae854b991,1,Q4,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147011128517794456,b64df5bf243d,1,Q4,11,6,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0
1055271771186705848,54bdd761dc96,0,Q3,7,1,0,0,0,8,8,9,9,8,9,9,0,8,9,3,3,3,0
445826004602504014,609de232a4d4,0,Q1,2,4,0,0,1,6,6,6,7,0,6,-1,0,6,6,9,9,9,0
445447019759774869,88c5daebbe7a,1,Q1,2,2,0,0,0,4,5,6,6,5,6,6,0,4,6,5,6,0,0
966318532515611399,de2e1a39a06a,2,Q1,2,0,0,0,0,9,8,9,9,7,9,10,0,9,9,4,4,8,0
103055797371811092,88c5daebbe7a,1,Q1,1,5,1,0,0,4,5,6,3,5,5,6,0,4,6,2,3,1,0
760930872022086533,54bdd761dc96,2,Q1,1,4,0,0,0,8,8,9,10,7,9,9,0,8,9,6,6,3,0
655944532119842607,406ae854b991,1,Q3,8,2,0,0,0,0,0,0,1,0,1,0,0,0,0,11,11,0,1
107905390636658878,95b9d4fe1271,1,Q1,2,6,1,0,0,2,2,3,3,3,4,3,0,2,3,10,10,5,0
859465940388928907,de2e1a39a06a,1,Q2,4,5,1,0,0,8,8,9,10,7,9,9,0,8,9,7,7,3,0
116918018775523526,95b9d4fe1271,1,Q4,11,6,1,1,0,2,1,2,1,2,1,2,0,2,2,0,0,2,0
236610936720637562,724c5ce66e47,1,Q3,8,3,0,0,0,2,1,3,2,2,2,2,0,2,3,4,4,2,1
1050437835826522291,ec691497ec28,0,Q4,10,6,1,0,0,8,8,9,9,7,9,9,0,8,9,1,2,4,0
933028880884480555,44c3d411b9d0,2,Q4,11,5,1,0,0,2,1,2,2,0,2,1,0,2,2,9,9,9,0
712240701915493344,fd98e5d506f4,1,Q1,1,3,0,1,0,5,3,3,4,1,3,4,0,5,3,9,9,9,0
39550183525925857,44451e6362f6,0,Q2,5,5,1,0,0,3,4,5,6,2,5,5,0,3,5,9,9,3,1
926070630230662281,b64df5bf243d,1,Q1,3,2,0,0,0,1,1,2,1,1,1,1,0,1,2,0,0,2,0
23605573630262408,44c3d411b9d0,1,Q2,6,5,1,0,0,2,2,2,2,2,2,2,0,2,2,8,6,7,0
745915834467273428,ae58d21b0db5,2,Q4,12,5,1,0,0,2,3,4,4,3,4,4,0,2,4,8,8,1,1
909109507765790572,ecaee3d1008f,0,Q1,1,6,1,0,0,1,0,2,3,1,3,1,0,1,2,11,11,1,0
1066881129112972549,609de232a4d4,1,Q3,7,0,0,0,0,3,5,6,5,4,6,6,0,3,6,6,7,3,0
863333805817660856,724c5ce66e47,1,Q3,8,1,0,0,0,1,1,2,2,0,1,2,0,1,2,8,6,8,0
248376445582565555,ae58d21b0db5,1,Q2,5,0,0,0,0,5,4,5,5,4,6,5,0,5,5,6,8,8,0
844101768112493231,72e6d542f7e1,2,Q2,4,2,0,0,0,10,10,11,11,9,11,11,0,10,11,3,3,6,0
1045814951521240148,748d7819e37e,1,Q3,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
870069082475904243,ae58d21b0db5,2,Q1,2,4,0,0,0,4,3,4,4,3,4,3,0,4,4,8,9,8,0
932867742488626499,75ed4952b7fc,0,Q4,11,4,0,0,0,9,9,10,10,8,10,10,0,9,10,8,9,9,0
1146658596395031436,d2a09753fb88,0,Q1,3,3,0,0,0,6,5,6,7,0,6,5,0,6,6,8,9,9,0
1005265817760806242,72e6d542f7e1,1,Q2,4,4,0,0,0,10,10,11,10,9,11,11,0,10,11,1,1,3,0
89802437448765142,748d7819e37e,2,Q3,9,5,1,0,0,1,0,2,3,0,3,1,0,1,2,11,11,1,0
161642219506500719,5a95829744b6,1,Q1,3,4,0,0,0,7,7,8,9,4,8,7,0,7,8,7,7,9,0
634360092960297577,72e6d542f7e1,0,Q4,12,4,0,1,0,10,10,11,10,9,10,11,0,10,11,2,2,3,1
9565472117649902,df7628a2379b,0,Q3,9,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
623721979759176515,ae58d21b0db5,2,Q4,12,1,0,1,0,2,2,3,3,3,3,3,0,2,3,8,8,1,1
301734007805260862,89606b98d91b,0,Q4,10,1,0,0,0,9,9,10,9,8,10,10,0,9,10,2,2,0,1
1119588149868761628,5a95829744b6,0,Q1,2,1,0,0,0,7,7,8,8,5,8,7,0,7,8,7,7,7,0
669449486077641526,75ed4952b7fc,2,Q4,12,0,0,0,0,8,9,9,10,7,10,8,0,8,9,10,10,5,0
330414178024649724,72e6d542f7e1,0,Q2,6,3,0,0,0,10,10,11,11,9,11,11,0,10,11,2,2,3,0
901891623480842408,7d9cf5e9ab13,1,Q2,6,6,1,0,0,6,6,7,7,6,7,7,0,6,7,4,4,3,0
96883295973802710,ef34da8c2c0d,2,Q1,3,0,0,1,0,4,3,3,5,2,4,3,0,4,3,10,10,9,0
169828306845940934,609de232a4d4,1,Q1,2,6,1,0,0,5,5,6,5,5,6,6,0,5,6,5,4,4,1
238939312125717615,75ed4952b7fc,0,Q1,2,2,0,0,0,7,7,10,11,7,10,10,0,7,10,10,10,0,0
360996798463705111,72e6d542f7e1,1,Q3,8,2,0,0,0,10,10,11,11,9,11,11,0,10,11,2,2,3,0
994881030498611951,89606b98d91b,2,Q2,4,6,1,1,0,9,9,10,9,8,9,10,0,9,10,1,1,1,1
755592433488259423,7d9cf5e9ab13,0,Q4,11,6,1,0,0,6,6,7,7,6,7,7,0,6,7,4,4,3,1
479097668148429635,406ae854b991,1,Q2,4,0,0,0,0,0,0,1,1,0,1,1,0,0,1,10,9,0,1
679452562004382849,ef34da8c2c0d,2,Q3,8,6,1,0,0,2,4,5,5,2,5,5,0,2,5,8,8,1,1
5890725347278216,75ed4952b7fc,2,Q3,9,5,1,1,0,6,7,7,9,6,8,7,0,6,7,10,10,5,0
1065470078426494905,609de232a4d4,2,Q2,6,1,0,1,0,4,5,5,4,5,5,5,0,4,5,5,5,3,1
965478678065362490,44451e6362f6,1,Q4,12,6,1,0,0,6,5,6,5,4,5,6,0,6,6,4,4,7,0
12562856160710233,df7628a2379b,1,Q2,4,1,0,0,0,4,2,2,3,0,3,2,0,4,2,11,11,9,1
736933773857399823,ef34da8c2c0d,0,Q3,7,2,0,0,0,5,2,4,6,1,5,5,0,5,4,10,9,9,1
362499246509529774,54bdd761dc96,0,Q4,12,6,1,0,0,8,8,9,9,7,9,8,0,8,9,3,3,0,0
172790430297212306,de2e1a39a06a,0,Q2,4,4,0,0,0,7,7,9,9,7,9,10,0,7,9,6,6,0,0
974160609101568669,25827051ce85,2,Q1,3,3,0,0,0,10,10,11,11,9,11,11,0,10,11,3,3,6,0
1683585011719311,75ed4952b7fc,1,Q3,7,3,0,1,0,7,6,7,6,6,7,8,0,7,7,3,3,6,0
